chr1	59236	59242	NKX3-2	1.0	-	OR4F5	69090	69091	-9854
chr1	62757	62764	SOX10	0.0389160945073	+	OR4F5	69090	69091	-6326
chr1	62780	62787	TBP	1.0	+	OR4F5	69090	69091	-6303
chr1	62862	62868	NKX3-2	1.0	-	OR4F5	69090	69091	-6228
chr1	62936	62942	GATA3	1.0	-	OR4F5	69090	69091	-6154
chr1	63097	63103	LEF1	0.366952364629	-	OR4F5	69090	69091	-5993
chr1	63107	63113	NKX3-2	1.0	-	OR4F5	69090	69091	-5983
chr1	63287	63294	MAFA	0.0224297866634	-	OR4F5	69090	69091	-5803
chr1	63335	63341	ZNF354C	0.626983622486	+	OR4F5	69090	69091	-5749
chr1	63468	63474	MZF1_1-4	0.546039560602	+	OR4F5	69090	69091	-5616
chr1	63468	63475	MZF1	0.502758555266	+	OR4F5	69090	69091	-5615
chr1	63520	63526	NKX3-2	1.0	-	OR4F5	69090	69091	-5570
chr1	63629	63635	TEAD3	0.0	-	OR4F5	69090	69091	-5461
chr1	63659	63666	IRF1	0.593347192264	+	OR4F5	69090	69091	-5424
chr1	63683	63690	En-1	1.0	+	OR4F5	69090	69091	-5400
chr1	63725	63732	NR4A2	0.0340142850007	+	OR4F5	69090	69091	-5358
chr1	63748	63753	GATA2	1.0	+	OR4F5	69090	69091	-5337
chr1	63761	63767	YY1	0.059571879463300004	+	OR4F5	69090	69091	-5323
chr1	63800	63806	YY1	0.05032743509880002	+	OR4F5	69090	69091	-5284
chr1	63910	63915	GATA2	1.0	+	OR4F5	69090	69091	-5175
chr1	64087	64093	GATA3	1.0	-	OR4F5	69090	69091	-5003
chr1	64091	64097	PDX1	1.0	-	OR4F5	69090	69091	-4999
chr1	64229	64236	HMG IY	0.18686268294	+	OR4F5	69090	69091	-4854
chr1	64247	64254	HMG IY	0.18686268294	+	OR4F5	69090	69091	-4836
chr1	64267	64272	GATA2	1.0	+	OR4F5	69090	69091	-4818
chr1	64360	64366	HNF4A	0.519990539457	+	OR4F5	69090	69091	-4724
chr1	64384	64391	NKX3-1	1.0	-	OR4F5	69090	69091	-4706
chr1	64432	64438	NKX3-2	1.0	-	OR4F5	69090	69091	-4658
chr1	64750	64756	LEF1	0.37292639553900003	+	OR4F5	69090	69091	-4334
chr1	64888	64895	SOX10	0.0350377144009	-	OR4F5	69090	69091	-4202
chr1	65145	65151	TEAD3	0.0	-	OR4F5	69090	69091	-3945
chr1	65147	65154	SPIB	0.778783436796	-	OR4F5	69090	69091	-3943
chr1	65195	65201	GATA3	1.0	-	OR4F5	69090	69091	-3895
chr1	65272	65278	GATA3	1.0	+	OR4F5	69090	69091	-3812
chr1	65348	65354	PDX1	1.0	-	OR4F5	69090	69091	-3742
chr1	65396	65403	SOX10	0.0411939026609	-	OR4F5	69090	69091	-3694
chr1	65577	65584	NFATC1	0.309467800051	-	OR4F5	69090	69091	-3513
chr1	65734	65741	NKX3-1	1.0	+	OR4F5	69090	69091	-3349
chr1	65784	65791	NKX3-1	1.0	-	OR4F5	69090	69091	-3306
chr1	65850	65857	MZF1	0.5356455904199999	-	OR4F5	69090	69091	-3240
chr1	65851	65857	MZF1_1-4	0.567038985518	-	OR4F5	69090	69091	-3239
chr1	65871	65877	MZF1_1-4	0.558695622528	-	OR4F5	69090	69091	-3219
chr1	65881	65887	MZF1_1-4	0.558695622528	-	OR4F5	69090	69091	-3209
chr1	65936	65943	IRF8	0.404880781315	-	OR4F5	69090	69091	-3154
chr1	67198	67204	CRX	1.0	-	OR4F5	69090	69091	-1892
chr1	67244	67251	IRF1	0.653006609594	-	OR4F5	69090	69091	-1846
chr1	67347	67353	LEF1	0.409418553464	-	OR4F5	69090	69091	-1743
chr1	67401	67408	HMG IY	0.190122113922	-	OR4F5	69090	69091	-1689
chr1	67473	67479	YY1	0.0855904419259	-	OR4F5	69090	69091	-1617
chr1	846022	846029	MZF1	0.528977433289	-	AK056486	846814	846815	-792
chr1	846023	846029	MZF1_1-4	0.565127349279	-	AK056486	846814	846815	-791
chr1	846025	846032	KLF12	0.0	-	AK056486	846814	846815	-789
chr1	846090	846097	UBP1	0.0294881525581	-	AK056486	846814	846815	-724
chr1	846091	846097	Neuro D	0.019854822350400002	-	AK056486	846814	846815	-723
chr1	846091	846097	Neuro D	0.019854822350400002	+	AK056486	846814	846815	-717
chr1	846148	846154	USF2	0.652187098616	-	AK056486	846814	846815	-666
chr1	846148	846154	USF2	0.652187098616	+	AK056486	846814	846815	-660
chr1	846148	846155	MYC	0.20211714987399998	+	AK056486	846814	846815	-659
chr1	846222	846229	MAFA	0.0253863367674	-	AK056486	846814	846815	-592
chr1	846270	846276	HNF4A	0.513871492986	+	AK056486	846814	846815	-538
chr1	846290	846296	YY1	0.0626456508893	-	AK056486	846814	846815	-524
chr1	846359	846365	MZF1_1-4	0.536344783043	-	AK056486	846814	846815	-455
chr1	846417	846423	YY1	0.0769804333292	-	AK056486	846814	846815	-397
chr1	846509	846516	KLF12	0.0	-	AK056486	846814	846815	-305
chr1	846545	846551	ETS1	1.0	+	AK056486	846814	846815	-263
chr1	846545	846551	GABP-alpha	0.582478784853	+	AK056486	846814	846815	-263
chr1	846552	846559	MYC	0.20015655532600002	-	AK056486	846814	846815	-262
chr1	846552	846560	USF	0.0054116558741899995	+	AK056486	846814	846815	-254
chr1	846553	846559	USF2	0.647536794767	-	AK056486	846814	846815	-261
chr1	846553	846559	USF2	0.647536794767	+	AK056486	846814	846815	-255
chr1	846553	846560	MYC	0.20015655532600002	+	AK056486	846814	846815	-254
chr1	846557	846563	HNF4A	0.212128126675	-	AK056486	846814	846815	-257
chr1	846643	846651	TCF3	0.00423006295908	+	AK056486	846814	846815	-163
chr1	846647	846653	HNF4A	0.18058527263799998	-	AK056486	846814	846815	-167
chr1	846810	846817	SOX10	0.0250554356613	+	AK056486	846814	846815	3
chr1	846824	846831	UBP1	0.0372200377828	-	AK056486	846814	846815	10
chr1	846824	846833	TFAP4	0.0018752725686900001	-	AK056486	846814	846815	10
chr1	846825	846831	Neuro D	0.0224459345207	-	AK056486	846814	846815	11
chr1	846825	846831	Neuro D	0.0224459345207	+	AK056486	846814	846815	17
chr1	846886	846892	USF2	0.692913244843	-	AK056486	846814	846815	72
chr1	846886	846892	USF2	0.692913244843	+	AK056486	846814	846815	78
chr1	846940	846946	YY1	0.0602680743408	+	AK056486	846814	846815	132
chr1	847000	847006	ZNF354C	0.620319978361	-	AK056486	846814	846815	186
chr1	847081	847090	SMAD1	0.169626088441	-	AK056486	846814	846815	267
chr1	847145	847151	HNF4A	0.225658096956	+	AK056486	846814	846815	337
chr1	847470	847477	UBP1	0.0511328000825	-	AK056486	846814	846815	656
chr1	847471	847477	Neuro D	0.0372026303703	-	AK056486	846814	846815	657
chr1	847471	847477	Neuro D	0.0372026303703	+	AK056486	846814	846815	663
chr1	847525	847532	IRF1	0.681794723808	+	AK056486	846814	846815	718
chr1	848102	848108	HNF4A	0.22636480652	-	AK056486	846814	846815	1288
chr1	848191	848197	ZNF354C	0.631193241094	+	AK056486	846814	846815	1383
chr1	848199	848206	ETS2	0.0690192798577	-	AK056486	846814	846815	1385
chr1	848234	848241	ETS2	0.0819997031797	+	AK056486	846814	846815	1427
chr1	848278	848284	CREB1	1.0	-	AK056486	846814	846815	1464
chr1	848356	848362	CREB1	1.0	+	AK056486	846814	846815	1548
chr1	848389	848395	HNF4A	0.20835281962000002	+	AK056486	846814	846815	1581
chr1	848397	848403	ZNF354C	0.635484885634	-	AK056486	846814	846815	1583
chr1	848434	848440	YY1	0.0754846835739	-	AK056486	846814	846815	1620
chr1	848475	848481	YY1	0.0753431039761	-	AK056486	846814	846815	1661
chr1	848502	848508	HNF4A	0.21098349918200002	-	AK056486	846814	846815	1688
chr1	848548	848555	UBP1	0.0370300246136	-	AK056486	846814	846815	1734
chr1	848549	848555	Neuro D	0.033178307449500004	-	AK056486	846814	846815	1735
chr1	848549	848555	Neuro D	0.033178307449500004	+	AK056486	846814	846815	1741
chr1	848549	848556	UBP1	0.0377277414919	+	AK056486	846814	846815	1742
chr1	848614	848621	MZF1	0.507536790119	-	AK056486	846814	846815	1800
chr1	848615	848621	MZF1_1-4	0.539554284857	-	AK056486	846814	846815	1801
chr1	848671	848677	MZF1_1-4	0.552643169898	-	AK056486	846814	846815	1857
chr1	848712	848719	NR4A2	0.0615042916005	+	AK056486	846814	846815	1905
chr1	848812	848818	HNF4A	0.223368494952	-	AK056486	846814	846815	1998
chr1	848875	848881	HNF4A	0.233040935673	-	AK056486	846814	846815	2061
chr1	848884	848890	GATA3	1.0	-	AK056486	846814	846815	2070
chr1	849023	849029	HNF4A	0.215173461199	-	AK056486	846814	846815	2209
chr1	849048	849054	HNF4A	0.489425290039	+	AK056486	846814	846815	2240
chr1	849050	849056	MAFB	0.55828068018	-	AK056486	846814	846815	2236
chr1	849089	849095	MAFB	0.549009617586	-	AK056486	846814	846815	2275
chr1	849237	849243	USF2	0.661178740374	-	AK056486	846814	846815	2423
chr1	849237	849243	USF2	0.661178740374	+	AK056486	846814	846815	2429
chr1	849259	849265	HNF4A	0.23428730157400002	-	AK056486	846814	846815	2445
chr1	849277	849285	STAT1	1.0	+	AK056486	846814	846815	2471
chr1	849279	849285	ETS1	1.0	+	AK056486	846814	846815	2471
chr1	849279	849285	GABP-alpha	0.6297522502	+	AK056486	846814	846815	2471
chr1	850846	850854	TCF3	0.00292726679713	-	AK056486	846814	846815	4032
chr1	850863	850869	MZF1_1-4	0.585961063733	+	AK056486	846814	846815	4055
chr1	850932	850939	MYC	0.199606883332	-	AK056486	846814	846815	4118
chr1	850932	850940	USF	0.00553065700391	-	AK056486	846814	846815	4118
chr1	850933	850939	USF2	0.645960963578	-	AK056486	846814	846815	4119
chr1	850933	850939	USF2	0.645960963578	+	AK056486	846814	846815	4125
chr1	850933	850940	MYC	0.199587034867	+	AK056486	846814	846815	4126
chr1	851001	851007	Neuro D	0.025704815595299996	-	AK056486	846814	846815	4187
chr1	851001	851007	Neuro D	0.025704815595299996	+	AK056486	846814	846815	4193
chr1	851001	851008	UBP1	0.0394781454297	+	AK056486	846814	846815	4194
chr1	851042	851048	Neuro D	0.0313523261329	-	AK056486	846814	846815	4228
chr1	851042	851048	Neuro D	0.0313523261329	+	AK056486	846814	846815	4234
chr1	851042	851049	UBP1	0.0411627971976	+	AK056486	846814	846815	4235
chr1	851063	851069	HNF4A	0.24742480534000005	-	AK056486	846814	846815	4249
chr1	851305	851312	ETS2	0.073412731244	-	AK056486	846814	846815	4491
chr1	851399	851405	MZF1_1-4	0.552643169898	-	AK056486	846814	846815	4585
chr1	851969	851978	PURA	0.0	+	AK056486	846814	846815	5164
chr1	851985	851992	SOX10	0.028876130712	-	AK056486	846814	846815	5171
chr1	852084	852090	YY1	0.029683006829599998	-	AK056486	846814	846815	5270
chr1	852096	852106	GATA3	0.419582565991	+	AK056486	846814	846815	5292
chr1	852277	852284	TBP	1.0	-	AK056486	846814	846815	5463
chr1	852408	852415	ETS2	0.07296632646210001	-	AK056486	846814	846815	5594
chr1	852473	852482	PURA	0.0	+	AK056486	846814	846815	5668
chr1	852539	852545	HNF4A	0.214065026954	+	AK056486	846814	846815	5731
chr1	852593	852600	MZF1	0.5053016114559999	-	AK056486	846814	846815	5779
chr1	852594	852600	MZF1_1-4	0.536014072233	-	AK056486	846814	846815	5780
chr1	852659	852665	HNF4A	0.19934228144299998	-	AK056486	846814	846815	5845
chr1	852697	852705	STAT3	0.09867539993669999	+	AK056486	846814	846815	5891
chr1	852726	852734	TCF3	0.0035525463398300007	+	AK056486	846814	846815	5920
chr1	852730	852736	HNF4A	0.214819190261	-	AK056486	846814	846815	5916
